Timestamp,EEG.Counter,EEG.AF3,EEG.AF4,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,Label
1669540627.232417,4.0,4201.025879,4219.615234,4193.589844,4210.384766,4201.025879,4214.358887,4204.871582,4222.307617,4223.589844,4218.205078,4208.077148,4216.794922,4216.153809,4218.846191,4
1669540627.236315,5.0,4196.282227,4224.743652,4192.436035,4206.666504,4199.230957,4211.282227,4203.077148,4221.025879,4221.153809,4214.871582,4205.641113,4210.641113,4213.589844,4215.256348,4
1669540627.240212,6.0,4191.794922,4226.025879,4190.512695,4205.641113,4197.436035,4210.0,4200.512695,4213.333496,4213.461426,4209.743652,4202.94873,4205.128418,4208.717773,4212.307617,4
1669540627.24411,7.0,4190.384766,4222.820313,4189.358887,4207.436035,4197.94873,4211.282227,4199.358887,4202.436035,4204.102539,4204.615234,4200.384766,4202.692383,4204.743652,4210.641113,4
1669540627.248007,8.0,4192.436035,4217.692383,4190.0,4209.615234,4202.307617,4213.589844,4200.0,4193.589844,4197.05127,4201.410156,4198.077148,4203.974121,4203.461426,4209.487305,4
1669540627.251905,9.0,4196.410156,4213.974121,4192.436035,4210.128418,4208.461426,4215.0,4201.153809,4189.743652,4194.230957,4201.025879,4196.025879,4207.563965,4204.487305,4207.820313,4
1669540627.255803,10.0,4199.743652,4212.94873,4195.897461,4209.102539,4212.692383,4215.128418,4200.897461,4190.769043,4193.717773,4201.666504,4194.615234,4210.641113,4205.512695,4205.512695,4
1669540627.2597,11.0,4201.025879,4213.589844,4199.487305,4208.205078,4212.05127,4214.487305,4198.846191,4194.230957,4192.436035,4201.153809,4193.205078,4210.512695,4204.743652,4203.333496,4
1669540627.263598,12.0,4200.897461,4214.230957,4201.794922,4208.589844,4207.179688,4213.461426,4197.307617,4198.205078,4189.358887,4198.846191,4190.769043,4207.307617,4202.563965,4201.922852,4
1669540627.267495,13.0,4201.282227,4213.205078,4202.436035,4210.769043,4202.307617,4212.692383,4198.589844,4201.282227,4186.538574,4196.025879,4188.333496,4203.461426,4201.025879,4201.794922,4
1669540627.271393,14.0,4203.333496,4210.769043,4201.922852,4213.589844,4201.922852,4213.077148,4202.436035,4203.077148,4186.153809,4194.743652,4187.820313,4202.307617,4201.922852,4202.692383,4
1669540627.275291,15.0,4206.410156,4207.94873,4201.025879,4216.025879,4206.666504,4215.128418,4206.282227,4202.820313,4188.077148,4195.897461,4190.512695,4205.0,4205.512695,4204.102539,4
1669540627.279188,16.0,4209.230957,4207.05127,4200.641113,4216.666504,4213.205078,4218.077148,4207.820313,4200.384766,4190.128418,4199.102539,4195.0,4210.384766,4210.0,4206.410156,4
1669540627.283086,17.0,4211.538574,4210.641113,4201.282227,4214.615234,4216.922852,4219.871582,4206.922852,4196.538574,4190.641113,4202.436035,4198.461426,4215.256348,4213.205078,4210.384766,4
1669540627.286983,18.0,4214.230957,4218.974121,4202.94873,4210.0,4216.282227,4219.102539,4205.0,4193.333496,4190.0,4205.256348,4199.487305,4217.94873,4214.487305,4216.410156,4
1669540627.290881,19.0,4217.436035,4229.102539,4204.487305,4205.256348,4212.692383,4216.666504,4204.743652,4193.077148,4190.0,4207.563965,4199.102539,4218.846191,4214.743652,4224.230957,4
1669540627.294778,20.0,4219.230957,4235.641113,4204.102539,4202.94873,4209.102539,4214.871582,4207.307617,4195.897461,4191.282227,4209.615234,4200.0,4220.128418,4214.871582,4232.05127,4
1669540627.298676,21.0,4217.94873,4235.641113,4201.025879,4204.230957,4207.692383,4215.0,4211.794922,4200.256348,4192.94873,4211.282227,4203.846191,4223.205078,4215.256348,4237.692383,4
1669540627.302574,22.0,4213.333496,4230.0,4196.538574,4207.436035,4208.077148,4216.538574,4216.025879,4204.871582,4194.230957,4212.94873,4210.256348,4227.692383,4216.538574,4240.641113,4
1669540627.306471,23.0,4207.820313,4224.230957,4193.205078,4210.128418,4208.974121,4217.563965,4217.692383,4209.615234,4196.153809,4215.512695,4217.563965,4232.820313,4219.102539,4241.666504,4
1669540627.310369,24.0,4204.871582,4223.333496,4192.436035,4210.641113,4209.230957,4217.436035,4216.666504,4214.230957,4199.615234,4219.487305,4223.461426,4238.077148,4222.563965,4242.179688,4
1669540627.314267,25.0,4205.769043,4229.230957,4193.974121,4208.974121,4208.717773,4216.666504,4215.0,4218.589844,4204.743652,4224.358887,4226.410156,4243.333496,4225.641113,4242.820313,4
1669540627.318164,26.0,4209.102539,4238.205078,4195.641113,4206.410156,4207.94873,4216.282227,4214.743652,4222.307617,4210.0,4228.846191,4226.153809,4247.436035,4227.307617,4243.846191,4
1669540627.322062,27.0,4211.666504,4244.871582,4196.282227,4204.743652,4206.922852,4216.922852,4216.666504,4225.384766,4213.974121,4231.410156,4224.358887,4248.333496,4227.05127,4245.256348,4
1669540627.325959,28.0,4211.282227,4245.128418,4196.282227,4205.512695,4205.256348,4217.820313,4218.589844,4228.205078,4216.538574,4231.410156,4222.692383,4244.358887,4225.897461,4246.794922,4
1669540627.329857,29.0,4208.077148,4239.487305,4196.410156,4208.333496,4203.205078,4217.94873,4217.820313,4229.487305,4218.205078,4229.743652,4222.692383,4237.179688,4225.128418,4247.563965,4
1669540627.333754,30.0,4203.717773,4231.538574,4196.410156,4211.410156,4202.05127,4216.666504,4213.077148,4227.820313,4219.487305,4228.077148,4224.230957,4230.769043,4225.128418,4246.282227,4
1669540627.337652,31.0,4200.0,4225.256348,4195.384766,4212.436035,4202.179688,4214.102539,4206.538574,4222.94873,4220.128418,4228.333496,4226.153809,4228.846191,4224.615234,4242.692383,4
1669540627.34155,32.0,4198.077148,4222.05127,4193.589844,4211.282227,4202.94873,4211.282227,4201.922852,4216.666504,4220.0,4230.769043,4227.05127,4231.410156,4222.436035,4238.461426,4
1669540627.345447,33.0,4198.589844,4221.922852,4192.179688,4209.230957,4202.94873,4209.358887,4201.922852,4211.282227,4219.743652,4233.717773,4226.922852,4235.384766,4218.717773,4236.282227,4
1669540627.349345,34.0,4201.922852,4223.589844,4192.692383,4208.846191,4202.307617,4209.487305,4205.897461,4209.230957,4220.128418,4235.256348,4226.794922,4237.179688,4215.512695,4237.179688,4
1669540627.353242,35.0,4207.307617,4226.153809,4194.615234,4211.153809,4202.563965,4211.538574,4211.153809,4211.282227,4222.05127,4235.0,4227.307617,4235.769043,4216.025879,4240.512695,4
1669540627.35714,36.0,4212.820313,4227.820313,4197.179688,4215.512695,4205.0,4213.846191,4213.717773,4216.666504,4225.256348,4233.846191,4228.077148,4232.692383,4220.384766,4243.333496,4
1669540627.361038,37.0,4216.025879,4227.692383,4199.487305,4219.487305,4208.717773,4215.256348,4212.179688,4222.692383,4227.692383,4232.692383,4227.820313,4230.769043,4225.512695,4243.077148,4
1669540627.364935,38.0,4215.256348,4225.384766,4200.512695,4221.025879,4210.384766,4216.153809,4207.563965,4225.641113,4227.563965,4231.282227,4226.153809,4231.025879,4226.922852,4239.102539,4
1669540627.368833,39.0,4210.897461,4222.05127,4199.743652,4219.102539,4208.333496,4216.922852,4203.461426,4224.102539,4224.487305,4229.230957,4223.717773,4231.666504,4222.692383,4233.077148,4
1669540627.37273,40.0,4206.153809,4220.128418,4197.307617,4214.487305,4203.717773,4216.922852,4202.563965,4219.487305,4221.666504,4227.05127,4221.410156,4230.897461,4215.384766,4227.94873,4
1669540627.376628,41.0,4204.615234,4221.282227,4194.487305,4208.974121,4199.871582,4215.256348,4204.743652,4215.512695,4222.820313,4226.538574,4220.0,4228.205078,4210.256348,4225.641113,4
1669540627.380525,42.0,4207.563965,4225.0,4193.077148,4205.384766,4198.846191,4211.794922,4207.563965,4215.769043,4228.974121,4228.461426,4220.0,4225.384766,4210.769043,4226.410156,4
1669540627.384423,43.0,4212.692383,4228.717773,4193.461426,4205.769043,4200.256348,4207.94873,4208.205078,4220.512695,4236.666504,4231.282227,4220.897461,4224.743652,4215.897461,4229.358887,4
1669540627.388321,44.0,4216.410156,4230.0,4195.128418,4209.615234,4201.794922,4205.897461,4206.153809,4227.05127,4241.153809,4232.692383,4222.436035,4226.282227,4221.153809,4232.820313,4
1669540627.392218,45.0,4216.538574,4228.717773,4197.179688,4214.102539,4201.922852,4206.666504,4202.94873,4231.538574,4240.769043,4231.538574,4223.717773,4228.461426,4223.077148,4236.025879,4
1669540627.396116,46.0,4214.358887,4227.307617,4199.230957,4216.153809,4200.641113,4209.743652,4200.641113,4232.05127,4237.692383,4229.871582,4224.102539,4230.256348,4221.794922,4238.205078,4
1669540627.400014,47.0,4212.820313,4227.563965,4201.153809,4215.769043,4199.871582,4213.589844,4200.641113,4229.230957,4235.512695,4230.512695,4223.846191,4232.307617,4219.871582,4238.974121,4
1669540627.403911,48.0,4213.974121,4229.487305,4202.820313,4214.615234,4201.153809,4216.410156,4203.205078,4224.743652,4235.897461,4235.128418,4224.102539,4235.0,4219.871582,4238.461426,4
1669540627.407809,49.0,4217.820313,4230.769043,4203.717773,4214.743652,4204.487305,4217.179688,4207.179688,4221.282227,4236.922852,4242.179688,4226.153809,4237.94873,4221.922852,4237.94873,4
1669540627.411706,50.0,4222.179688,4229.743652,4204.487305,4215.641113,4207.94873,4216.025879,4211.282227,4220.897461,4236.410156,4248.205078,4229.615234,4239.871582,4224.615234,4239.102539,4
1669540627.415604,51.0,4224.871582,4227.179688,4205.641113,4216.153809,4209.358887,4213.974121,4214.102539,4223.589844,4234.230957,4250.128418,4232.94873,4239.358887,4226.153809,4242.179688,4
1669540627.419501,52.0,4224.871582,4225.641113,4206.538574,4215.512695,4207.94873,4212.94873,4215.384766,4226.922852,4232.307617,4247.307617,4233.974121,4237.05127,4226.025879,4245.384766,4
1669540627.423399,53.0,4222.307617,4226.794922,4206.153809,4214.102539,4204.743652,4213.974121,4215.128418,4227.692383,4231.282227,4241.922852,4232.307617,4234.743652,4224.615234,4246.410156,4
1669540627.427297,54.0,4218.589844,4230.128418,4203.974121,4212.820313,4201.410156,4217.05127,4214.102539,4224.358887,4230.256348,4237.307617,4229.102539,4233.974121,4222.692383,4244.230957,4
1669540627.431194,55.0,4214.487305,4233.461426,4201.538574,4211.794922,4199.358887,4219.487305,4212.307617,4219.487305,4227.820313,4234.743652,4225.769043,4234.230957,4220.128418,4240.512695,4
1669540627.435092,56.0,4210.769043,4234.615234,4200.384766,4210.897461,4199.230957,4218.717773,4210.128418,4217.179688,4223.974121,4233.205078,4222.307617,4233.333496,4217.692383,4237.436035,4
1669540627.438989,57.0,4207.820313,4233.077148,4200.256348,4210.0,4200.897461,4214.487305,4207.692383,4219.102539,4219.743652,4230.512695,4219.102539,4230.256348,4216.282227,4236.153809,4
1669540627.442887,58.0,4205.769043,4229.358887,4200.0,4208.974121,4203.205078,4208.974121,4205.384766,4223.333496,4216.282227,4225.512695,4216.025879,4225.897461,4216.410156,4235.512695,4
1669540627.446785,59.0,4205.128418,4224.743652,4198.589844,4208.589844,4205.128418,4205.256348,4203.717773,4225.641113,4214.102539,4220.256348,4213.589844,4222.692383,4217.563965,4234.358887,4
1669540627.450682,60.0,4206.153809,4220.641113,4196.794922,4209.230957,4205.256348,4205.0,4203.333496,4224.230957,4214.230957,4216.666504,4211.666504,4222.307617,4217.94873,4232.05127,4
1669540627.45458,61.0,4208.589844,4218.205078,4196.794922,4211.025879,4202.820313,4207.436035,4204.358887,4220.897461,4216.538574,4215.641113,4210.128418,4223.461426,4216.666504,4228.974121,4
